filename,text,up_votes,down_votes,age,gender,Pitch (F0),Pitch Std,Intensity,Duration,Spectral Centroid
sample-000005.mp3,a shepherd may like to travel but he should never forget about his sheep,1,0,20.0,1.0,198.0266752974032,26.72738814241848,0.006548879,5.832,2147.6058803589067
sample-000008.mp3,put jackie right on the staff,3,0,70.0,2.0,180.66280646830813,133.62133887695177,0.013887733,1.728,2815.3254398652066
sample-000013.mp3,but he had found a guide and didn't want to miss out on an opportunity,1,0,30.0,1.0,198.88978864270223,27.66258912067219,0.03566801,4.224,1844.6377364584573
sample-000014.mp3,as they began to decorate the hallway a silhouette appeared in the doorway,1,0,60.0,2.0,175.48663077286588,47.523894174959615,0.03100734,5.376,2123.7113335463614
sample-000019.mp3,then they got ahold of some dough and went goofy,1,0,50.0,2.0,129.77637558056375,102.33213465598118,0.043531045,3.72,2360.67204341117
sample-000020.mp3,it was faintly marked with transverse stripes and slightly flattened from the perfect round,5,1,30.0,2.0,136.0360441714961,28.61474581845415,0.08257971,5.784,3945.501806849836
sample-000023.mp3,i had seen all that it would presently bring me,5,0,30.0,2.0,110.59990889461328,70.33849089525,0.058760323,3.504,2087.77859056212
sample-000026.mp3,two years ago right here on this spot i had a recurrent dream too,4,0,20.0,1.0,193.47382344149185,33.065872576829484,0.1039036,4.992,3134.9891547750262
sample-000027.mp3,don't let them see that you're afraid the alchemist said,3,0,20.0,2.0,193.1430133256513,172.1079955741752,0.056937806,3.504,2419.9304789035364
sample-000029.mp3,the fire alarm went off again but when i looked outside there was no one there,1,0,30.0,2.0,123.74114810796442,26.98995425495447,0.07479869,5.208,1829.0468656867552
sample-000034.mp3,i have had the same dream twice he said,1,0,40.0,1.0,258.090951231081,49.57431674276392,0.019692088,6.096,2972.360740534697
sample-000036.mp3,ask the owner of that stall how much the sword costs he said to his friend,2,1,20.0,2.0,157.66632028793336,103.86861180870233,0.07648689,4.944,2718.206440614343
sample-000039.mp3,a large piece suddenly came off and fell with a loud and sharp noise,3,1,18.0,1.0,181.2972720873211,40.37296223868335,0.0065914425,6.024,3437.145918215725
sample-000044.mp3,they were people of the desert and clamored to hear his stories about the great cities,2,0,30.0,2.0,137.15936384723042,94.39275491190824,0.021322157,10.896,2710.390059730018
sample-000047.mp3,most of them were staring quietly at the big table,3,0,60.0,2.0,102.79995513205698,18.975297515592292,0.062812015,5.664,1683.9737893502695
sample-000049.mp3,so how will we name all these hurricanes,2,1,40.0,2.0,174.2773752955657,43.782197287826,0.033047773,3.864,2777.826659367798
sample-000051.mp3,so the boy was disappointed he decided that he would never again believe in dreams,2,0,30.0,1.0,211.55305611051207,44.407722799297375,0.07105023,6.144,2361.8628783140525
sample-000053.mp3,don't you know that girl's very sick,2,0,40.0,2.0,131.5201917551787,99.01802828088,0.014899702,3.72,2578.4588034282706
sample-000054.mp3,that man is terrific,3,0,30.0,2.0,114.07952791363364,81.83044372922953,0.02581855,1.656,1621.5220848238946
sample-000056.mp3,i'm everything the district attorney said i was,2,0,70.0,2.0,181.70738083751863,48.58236464593124,0.02292968,5.16,3635.755464710113
sample-000059.mp3,finally a young woman approached who was not dressed in black,3,0,20.0,1.0,232.42935058727235,57.437610528017984,0.04472156,4.584,2937.063059667653
sample-000065.mp3,you're looking for witch doctors he spoke some verses from the koran and moved on,1,0,20.0,2.0,237.4806804101713,37.689943872035165,0.08697437,4.464,2426.3441199412014
sample-000068.mp3,the flock of flamingos landed gracefully on their awkward looking legs,1,0,20.0,2.0,154.24791333702885,46.55055420098862,0.14732511,5.304,1194.6461758424684
sample-000072.mp3,the charcoal burned away to white ash,2,0,50.0,2.0,149.38310852270874,94.50539836063132,0.03880402,3.864,1776.5555438807414
sample-000073.mp3,the greatest authority on meteorites stated that the height of its first appearance was about ninety or one hundred miles,5,0,20.0,2.0,125.32434873289408,82.28643196274473,0.02391982,7.824,2180.7790158378148
sample-000077.mp3,it was faintly marked with transverse stripes and slightly flattened from the perfect round,3,0,40.0,1.0,197.0933889508333,42.19041741719819,0.027192883,7.2,3201.979351506213
sample-000081.mp3,the shop is exactly the size i always wanted it to be,9,0,50.0,2.0,158.94458841156597,48.04799438938809,0.055324644,3.624,3209.054218971625
sample-000082.mp3,how do you handle the negative weights,1,0,50.0,2.0,106.8160545278275,15.296278413616978,0.022862867,3.144,3195.6204742611844
sample-000088.mp3,all this happened between sunrise and sunset the boy thought,3,0,18.0,1.0,242.45142179751605,32.09367548855722,0.09084752,4.272,3837.52833779797
sample-000092.mp3,who is this stranger who speaks of omens asked one of the chieftains eyeing the boy,3,0,20.0,2.0,149.820066402869,30.56734521107104,0.04816027,7.224,3041.086982236935
sample-000097.mp3,it's late in the evening a perfect time for coffee,2,1,20.0,2.0,137.1601417021651,25.51993891423789,0.062741734,3.624,2468.083728503822
sample-000100.mp3,half an hour later his shovel hit something solid,3,0,40.0,2.0,138.16658854959744,84.78045445943934,0.02802265,4.248,3275.9829524805027
sample-000106.mp3,i don't understand what you're talking about the desert said,1,0,30.0,1.0,268.10838943545934,91.57022569685552,0.025252854,5.472,2249.4716691236367
sample-000115.mp3,harry'll tear his dinner suit,1,0,30.0,2.0,114.53321973857769,69.39067977429428,0.041765586,2.784,4939.454271702122
sample-000118.mp3,his hands were abraded and exhausted but he listened to his heart,2,0,30.0,2.0,108.85933246446376,30.6897456461005,0.026110737,4.296,2823.04602776058
sample-000121.mp3,watch over her tonight,2,0,30.0,2.0,101.95348216472964,26.329350607128603,0.016331349,2.328,3633.3983198648334
sample-000124.mp3,the boy repeated his question,1,0,30.0,1.0,236.1539105415206,45.78923102773917,0.014152581,3.216,2647.436356622507
sample-000132.mp3,with the girl with the raven hair his days would never be the same again,3,0,60.0,2.0,98.62133102481953,13.365111301596617,0.06601421,5.304,3755.81916654285
sample-000133.mp3,he heard a muffled grating sound and saw the black mark jerk forward an inch or so,3,1,30.0,1.0,175.82787365501292,40.81299068546629,0.008374452,6.072,3129.93717355541
sample-000135.mp3,like crickets and like expectations like lizards and fourleaf clovers,1,0,40.0,2.0,101.05970619492558,21.33774896944617,0.062526405,7.296,3264.078235496397
sample-000140.mp3,he had been so far away that his face wasn't even visible,2,0,40.0,2.0,119.0986028559202,14.03787656543402,0.04208134,3.552,3635.823247053871
sample-000146.mp3,they were strange books,3,0,20.0,2.0,119.83201615954724,7.84295771668128,0.028593505,2.184,3092.2569009740782
sample-000155.mp3,let him have everything he wants,1,0,20.0,1.0,249.4260058618701,55.034798659574925,0.026228022,3.432,2932.341687323665
sample-000159.mp3,he was alarmed by what had happened,3,0,18.0,1.0,240.49253769881585,38.63439092316981,0.018784722,3.048,3360.9988990960446
sample-000167.mp3,the boy waited and then interrupted the old man just as he himself had been interrupted,2,1,20.0,2.0,151.00039609015425,30.60554616428753,0.10646919,6.024,2045.2218733976304
sample-000168.mp3,the alarm clock was set for twenty past three,2,0,30.0,2.0,127.2074151230052,110.54788425205334,0.05813639,3.144,3297.7725583586493
sample-000169.mp3,most of them were staring quietly at the big table,4,0,50.0,1.0,185.75639789580237,47.08002524470631,0.0062765093,4.704,3760.780448722042
sample-000175.mp3,get some water quickly,1,0,20.0,2.0,137.69152599083472,82.93197438736317,0.0059963656,2.304,4939.839046671454
sample-000180.mp3,you're still a good reporter,1,0,50.0,2.0,137.09236924622604,45.21542822544824,0.11776297,6.816,2507.715305563009
sample-000181.mp3,show me where there is life out in the desert,2,0,40.0,2.0,124.45387626209376,72.08307529003912,0.0207502,3.888,2076.215269752775
sample-000184.mp3,the boy was shocked,3,0,18.0,1.0,260.79093666960534,27.020534226123168,0.013687595,2.424,4123.528973723155
sample-000191.mp3,don't argue with me here,1,0,30.0,2.0,144.6808391644337,119.16280469288802,0.0578169,1.944,1558.323879346395
sample-000192.mp3,he's in my room,1,0,30.0,2.0,91.1909840679608,10.238429685399456,0.067427166,1.536,1560.2283395580162
sample-000194.mp3,they filled three sacks,3,0,20.0,2.0,136.50326330407466,85.90847805695996,0.07699979,2.544,2064.255227274619
sample-000195.mp3,ogilvy watched till one and then gave up,2,0,40.0,2.0,138.07018353153936,64.67718974084048,0.051407453,3.696,2204.656942121986
sample-000196.mp3,this is the morning post you're talking to,1,0,20.0,1.0,245.9893092686264,23.922654538962338,0.0314531,3.144,2258.928891828016
sample-000197.mp3,you will spend that hour getting acquainted with marshall bailey,2,1,30.0,2.0,156.68200889970046,75.86720306007055,0.0632754,4.824,1481.5954893728056
sample-000201.mp3,my mind ran on the possibilities of its content,5,0,60.0,2.0,135.9389983123052,70.00526283329316,0.10476956,4.344,1359.6535050769023
sample-000202.mp3,i'm the king of salem the old man had said,3,0,50.0,2.0,142.85809294494945,23.339627934831256,0.03368092,4.296,2194.274270171526
sample-000204.mp3,our merchants bought that man and brought him to egypt,3,0,30.0,2.0,110.6508984315729,17.480561406151235,0.02083875,3.984,1957.335329223393
sample-000205.mp3,i couldnt stop staring at it,3,0,30.0,2.0,130.46225435264935,34.89212989387473,0.073637,2.064,3285.750485326016
sample-000213.mp3,how was that for a tight squeeze,1,0,30.0,2.0,122.25512789767885,8.814680498694582,0.018551053,3.024,4293.293712595012
sample-000214.mp3,he said to float away to happy land on the bubbles,1,0,50.0,1.0,272.2388520236971,73.28548479809757,0.08998237,5.976,2307.209929946237
sample-000217.mp3,gives you an idea of the season,3,0,20.0,1.0,168.85579884769496,22.79076148409384,0.0658966,2.424,3182.2015782292838
sample-000221.mp3,the strange horseman drew an enormous curved sword from a scabbard mounted on his saddle,1,0,30.0,1.0,239.3725440228157,55.045583263046446,0.07933082,6.096,2572.24250036358
sample-000225.mp3,stove's hotter than i thought,1,0,40.0,2.0,109.99153469367432,96.60834767261244,0.009932282,2.112,3912.5386999996063
sample-000229.mp3,you think it's easy,3,0,18.0,2.0,144.3775573140534,115.65395591096228,0.0371779,2.352,3350.7331445125965
sample-000235.mp3,it's like the camel driver said 'eat when it's time to eat,3,0,30.0,2.0,134.65614224079732,30.62240543376069,0.062029418,3.744,1967.561393353495
sample-000238.mp3,this is a trick to get your sympathy,1,0,20.0,2.0,108.2384439510478,42.60547261933043,0.0056611774,2.976,2362.0679862143224
sample-000239.mp3,it's extremely suspicious that there's no information about brains that didn't come from a brain,3,0,30.0,2.0,121.8827987765742,60.29344603168676,0.03492544,5.688,2318.922357892066
sample-000242.mp3,tonight they would find out the truth,1,0,20.0,1.0,281.8823695481279,42.30619012619344,0.028328946,3.888,3453.2268391351936
sample-000243.mp3,mostly just the hearts of those who are trying to realize their destinies,2,0,20.0,2.0,159.83480944432517,141.2293967834458,0.025379675,6.312,2232.556967004456
sample-000246.mp3,he had assumed he would soon return to his sheep,2,0,30.0,2.0,95.60221017002684,11.208593744121517,0.041514374,3.384,2002.6270335565348
sample-000247.mp3,it was however still so hot from its flight through the air,3,0,50.0,2.0,146.83750924857077,21.63834499157755,0.012339159,5.568,3183.8459423902823
sample-000248.mp3,no the alchemist answered,2,0,20.0,1.0,169.60759314973882,24.54652352787084,0.085374065,2.424,1453.2731402030315
sample-000250.mp3,how much is it worth,1,0,40.0,2.0,127.11520886724672,18.318625351493477,0.0859008,2.064,3458.1630095368223
sample-000254.mp3,it all happened rather suddenly,1,0,60.0,2.0,170.08266653016415,140.6031198309419,0.038566433,3.48,1898.005952862217
